root_id	group	message_depth	message_id	from	to	date	subject	message_body	nchar_fulltext	nchar_body	nchar_log	nchar_code	nchar_quot
<hviko6GFlq8D3UpM@example.com>	gmane.os.apple.fink.general	3	<9UNEUu+JJBz6hGAr@example.com>	98869va5uQfxRxbJ@example.com	KHXcgjnGyNGlozUP@example.com	2008-08-20 22:52:37+02:00	Re: Scribus-aqua-1.3.3.12-2 build error: SOLVED	"<gmane_tag_quotation_marker> <gmane_tag_quotation> I committed a new cmake version that is hopefully easier to wean off 
/Library/Frameworks than the previous version. Not that I really 
understand how it is finding things or not...

 <gmane_tag_quotation> It is not really recommended. It is a dead end of a development branch 
(When I made the package, this information was not yet known.)
The real development branch 1.3.5 will have to wait until a) they make a 
source release and b) Fink has qt4mac.

 <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	943	621	0	0	134
<TXawwgsG+85DMxGB@example.com>	gmane.emacs.nxml.general	0	<TXawwgsG+85DMxGB@example.com>	pWOLfPolLBxOwOSu@example.com		2005-12-06 17:13:55+01:00	Web page seems fine in nxml-mode but does not validate	"I was a bit surprised when I looked through the Web Developers Tools in 
FireFox and just for fun tested a web page I have written:

    http://OurComments.org/

The XTHML code looks fine in nxml-mode but it does not validate, see here:

 <gmane_tag_mua_signature> The validator complains about the IMG element. It is not allowed in the 
context where it is placed.

I do not understand. Why does not nxml-mode detect this? What is wrong 
here? My references perhaps?


 <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1090	551	0	0	0
<TXawwgsG+85DMxGB@example.com>	gmane.emacs.nxml.general	1	<f83FhkMGw1fjKvAp@example.com>	xcv0oD3a9GmzJ7O7@example.com		2005-12-06 18:21:29+01:00	"Re: Web page seems fine in nxml-mode but does not
 validate"	"<gmane_tag_quotation_marker> <gmane_tag_quotation> In my nxml-mode-20041004/schemas/xhtml.rnc it says it is the union of  
transitional and frameset. The w3c validator reports valid if I set  
an override to treat it as XHTML 1.0 Transitional. So it seems  
consistent, at least.

 <gmane_tag_closing> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1399	382	0	0	603
<TXawwgsG+85DMxGB@example.com>	gmane.emacs.nxml.general	2	<EtBniL1/v+U+dV0P@example.com>	pWOLfPolLBxOwOSu@example.com		2005-12-06 18:37:47+01:00	"Re: Web page seems fine in nxml-mode but does not
 validate"	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Thanks, I did not know about that. Then I believe I might be seeing a 
corner case that is not fully supported in nxml-mode. I guess you 
normally to not have ""transitional"" DTD:s? It seems like a special ""web 
mess"".

It is of course confusing however. If someone knows how to fix this I 
think it would be good. Does the nxml-mode code actually look at the 
whole DOCTYPE definition? I mean could it map to xhtml.rnc and 
xhtml-1.0-transition.rnc for example?


 <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1919	596	0	0	888
<TXawwgsG+85DMxGB@example.com>	gmane.emacs.nxml.general	3	<20051207141537.GA12617@anyakin>	RQ1+0jKVdypCQLdd@example.com		2005-12-07 16:15:37+02:00	Re: Web page seems fine in nxml-mode but does not validate	"<gmane_tag_quotation_marker> <gmane_tag_quotation> It seems to me, that the problem is in the schema being used to validate
the buffer, but not in the nxml-mode itself.


 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2386	334	0	0	1557
<TXawwgsG+85DMxGB@example.com>	gmane.emacs.nxml.general	4	<SkCY5ILbvO44O2yX@example.com>	pWOLfPolLBxOwOSu@example.com		2005-12-07 16:37:20+01:00	"Re: Web page seems fine in nxml-mode but does not
 validate"	"<gmane_tag_quotation_marker> <gmane_tag_quotation> I am not sure since the schema seems to be stored in xhtml.rnc. How does 
nxml-mode distunguish between different versions?


 <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2399	258	0	0	1709
<TXawwgsG+85DMxGB@example.com>	gmane.emacs.nxml.general	5	<20051208084419.GA15619@anyakin>	RQ1+0jKVdypCQLdd@example.com		2005-12-08 10:44:19+02:00	Re: Web page seems fine in nxml-mode but does not validate	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Well, I have not checked it before, but I suspect, that this is somehow
defined in the 'schema/schemas.xml' file in the emacs-nxml-mode
installation directory.

As it seems to me, that file selects the schema depending on the
document's namespace.

In any case, I would advice you to see if this feature is documented in
the emacs-nxml-mode documentation.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1398	569	0	0	331
<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	gmane.games.fps.halflife.server	0	<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	rPGn9gunzJuJiVf8@example.com	WajxecZr6M20uTM6@example.com	2007-09-17 11:56:15-05:00	Re: Team Fortress 2 update oddness	"I have refreshed my install a few times and have not had the /tf folder
created.   Not sure.  I am also getting good download speeds, I know some
people have had slow download issues.

 <gmane_tag_closing> <gmane_tag_personal_signature> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_quotation>"	2584	314	0	0	2176
<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	gmane.games.fps.halflife.server	1	<CKULzW6peUNzcwzl@example.com>	MK71ej/hqb3IH5ki@example.com	WajxecZr6M20uTM6@example.com	2007-09-17 13:01:52-04:00	Re: Team Fortress 2 update oddness	"<gmane_tag_visual_separator> <gmane_tag_patch> I had this happen to me before. But in my case it created the Orange Box
folder and then attempted to redownload everything into it. SO I canceled it
and just moved the 1st tf folder into the orangebox folder and it verified
it from there on. I am guessing the directory structure has been changed
after the 1st phase of the content download.
 <gmane_tag_visual_separator>"	397	419	0	0	0
<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	gmane.games.fps.halflife.server	2	<t4WDNn3NzJj7u2jX@example.com>	OYdJwEKANUO2mNPe@example.com	WajxecZr6M20uTM6@example.com	2007-09-17 12:33:31-07:00	RE: Team Fortress 2 update oddness	"I can't duplicate this on XP or Slackware Linux. What OS are you guys
using when you are seeing this problem?

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_visual_separator> <gmane_tag_log_data> I had this happen to me before. But in my case it created the Orange Box
folder and then attempted to redownload everything into it. SO I
canceled it
and just moved the 1st tf folder into the orangebox folder and it
verified
it from there on. I am guessing the directory structure has been changed
after the 1st phase of the content download.
 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	949	636	49	0	27
<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	gmane.games.fps.halflife.server	3	<uee3BNEXkSvleTOe@example.com>	exQsdWysDhSMq+dr@example.com	WajxecZr6M20uTM6@example.com	2007-09-17 20:58:34+01:00	Re: Team Fortress 2 update oddness	"I'm using MS Server 2003 SP 2

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_quotation>"	1435	109	0	0	1225
<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	gmane.games.fps.halflife.server	3	<fPqHjFrQp7WCsTMJ@example.com>	MK71ej/hqb3IH5ki@example.com	WajxecZr6M20uTM6@example.com	2007-09-17 15:45:03-04:00	Re: Team Fortress 2 update oddness	"<gmane_tag_visual_separator> <gmane_tag_patch> It doesn't happen anymore to me. But I was using Server 2003.
 <gmane_tag_visual_separator>"	116	138	0	0	0
<000601c7f94b$ab1d3530$6001a8c0@jasonlaptop>	gmane.games.fps.halflife.server	3	<000901c7f968$99e03070$cda09150$@net>	0S+iHnbioY3/acta@example.com	WajxecZr6M20uTM6@example.com	2007-09-17 13:23:24-07:00	RE: Team Fortress 2 update oddness	"I ran the hldsupdatetool once when the files were first available.  I just
ran it again and cannot duplicate this error either.  It verified the files.
 <gmane_tag_log_data> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> I can't duplicate this on XP or Slackware Linux. What OS are you guys
using when you are seeing this problem?

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_visual_separator> <gmane_tag_log_data> I had this happen to me before. But in my case it created the Orange Box
folder and then attempted to redownload everything into it. SO I
canceled it
and just moved the 1st tf folder into the orangebox folder and it
verified
it from there on. I am guessing the directory structure has been changed
after the 1st phase of the content download.
 <gmane_tag_visual_separator> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1562	921	73	0	54
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	0	<fYpa8CURGjew07Ra@example.com>	J4Ua0i12rDyBwYkG@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 02:36:29-07:00	remaster vs untouched	"Please give me a reason why you would want old recordings released untouched? I don't get it. We have those already. I hope they release every old recording in a new 2008/2009 version. The second track of Hyperborea (title track) is absolutely beautiful in the new version and the original. The first track sucks (old and new). I like TD a whole lot better without Jerome. I have bought all of his releases and I see no redeaming value in any of them. I have tried to like them but find them incredibly boring. Wank fest supreme. sorry Jerome but you didn't come away with your father's talent. 
Beerhammer


      

 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1290	672	0	0	0
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	1	<F8OjUoDPW0TNNPNr@example.com>	A2hy3X8JtI+iKq1I@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 14:44:28+00:00	Re: remaster vs untouched	"Indeed I don't shout for a rerelease of the old stuff because I 
have all the beautiful old vinyls. The CD versions I don't like, 
the sound quality is bad, they were not careful in transfering them 
to the CD format. I mean the Virgin releases. So from that point 
of view a CD re-release could be useful. If that would happen in 
the style of the KS re-releases with beautiful restored covers, 
bonus tracks and text info, then I could be tempted to spend 
the money for it. 

 <gmane_tag_closing> btw: I adore the first track of Hyperborea, i.e. No Man's Land. 
What is so controversial about it?


 <gmane_tag_quotation_marker> <gmane_tag_quotation> every old recording in a new 2008/2009 version. The second track of
Hyperborea (title track) is absolutely beautiful in the new version
and the original. The first track sucks (old and new). I like TD a
whole lot better without Jerome. I have bought all of his releases and
I see no redeaming value in any of them. I have tried to like them but
find them incredibly boring. Wank fest supreme. sorry Jerome but you
didn't come away with your father's talent. 
 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1949	1190	0	0	229
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	2	<SwlL+UjF3R90VR8H@example.com>	XKnZjJ+gUR8kvTZ5@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 15:52:18+00:00	Re: remaster vs untouched	"I am with Armin on this one.  The first Virgin CD releases sounded
a notch better than a cassette tape.  The second release known as the
definitive edition was a bit better for the time.  If you have the
proper gear to play the vinyl, it should be at this time your best
(that would be the 3rd ?CD edition)reference in terms of sound.

   Please note that at the time those transfers were made, technology
and mastering techniques were not as good as they are today.  The KS
remastered are a real improvement on previous releases.  CD sound more
opened in height and depth, no muffled frequencies, etc...  However,
there are limitations to what can be improved from the original tapes.
 Those who are transferring vinyl to CD would agree with that
statement:  A bad recording is a bad recording.    

   That said, any hi-fist and fan of of TD would surely appreciate a
new ""ultimate edition"" given that edition is packed with new photos,
interview, reviews, etc...  I hope that Virgin/Froese could one day
re-re-re-release (that would be the 3rd times) the Virgin catalog.

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	3173	1201	0	0	1407
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	2	<JmWvKKWiskCs690u@example.com>	XKnZjJ+gUR8kvTZ5@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 17:27:28+00:00	Re: remaster vs untouched	"I am with Armin on this one. The first Virgin CD releases sounded
a notch better than a cassette tape. The second release known as the
definitive edition was a bit better for the time. If you have the
proper gear to play the vinyl, it should be at this time your best
reference in terms of sound.

Please note that at the time those transfers were made, technology
and mastering techniques were not as good as they are today. The KS
remastered are a real improvement on previous releases. CD sound more
opened in height and depth, no muffled frequencies, etc... However,
there are limitations to what can be improved from the original tapes.
Those who are transferring vinyl to CD would agree with that
statement: A bad recording is a bad recording.

That said, any hi-fist and fan of of TD would surely appreciate a
new ""ultimate edition"" given that edition is packed with new photos,
interview, reviews, etc... I hope that Virgin/Froese could one day
re-re-re-release (that would be the 3rd time?) the Virgin catalog.

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2407	1147	0	0	697
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	3	<kAmPIzjm/HmcUUFz@example.com>	fcq+6fBaNtE9bOR3@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 20:05:52+01:00	Re: Re: remaster vs untouched	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Too bad bad that most of the KS reissues were NOT remastered!!


 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	940	171	0	0	202
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	4	<or+RSE67HZj5EaPN@example.com>	wcZrPeP/dXfmFX17@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 20:00:55+00:00	Re: remaster vs untouched	"Sadly some of them were ruined with over compression. Re-issues 
aren't always what they're cracked up to be, and with in mind I 
stopped buying them several years ago.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1224	276	0	0	381
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	4	<jqc8jzWasCLIxqCU@example.com>	XKnZjJ+gUR8kvTZ5@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-09 08:08:27+00:00	Re: remaster vs untouched	"The definition of the word remastered is very broad since it is 
any tempering done from transfering the master tape up to preparing 
it to for the final CD mask manufacturing...  Labels never had been 
cleared enough on what operations zere performed during the transfer.

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1344	400	0	0	381
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	5	<rVZ2Z3cFUXc6DWqH@example.com>	wcZrPeP/dXfmFX17@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-09 08:10:21+00:00	Re: remaster vs untouched	"In Klaus's own words 'some of the discs weren't remastered' at all

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1566	174	0	0	825
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	5	<0PM1/aT0GkvPEQVn@example.com>	fcq+6fBaNtE9bOR3@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-09 09:12:51+01:00	Re: Re: remaster vs untouched	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Not relevant - KS himself says they were not remastered.


 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1066	165	0	0	334
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	1	</5sQkb/NwLm9G5CJ@example.com>	joKjpqKCJPFaFtSf@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 06:30:59+00:00	Re: remaster vs untouched	"<gmane_tag_quotation_marker> <gmane_tag_quotation> untouched? I don't get it. We have those already.

Except when we don't. Edgar's solo albums would be a prime example.

The remixes of the proper TD albums, at least, are not supposed to be 
replacements for the originals...

 <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1040	363	0	0	125
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	2	<p/+HKqxYTRyfd08t@example.com>	wcZrPeP/dXfmFX17@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 18:20:32+00:00	Re: remaster vs untouched	"totally agree, it's only music you either like or you don't.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1208	168	0	0	473
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	1	<HXdqXeL3IF8CEvY2@example.com>	bp755NOH+jkM8rXL@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 17:38:39+01:00	RE: remaster vs untouched (Force Majeue)	"I've often wondered why there have never been any ""tangetized"" tracks from
Force Majeue done?

But then I think leave as is - just utter brilliance from start to finish.

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> Please give me a reason why you would want old recordings released
untouched? I don't get it. We have those already. I hope they release every
old recording in a new 2008/2009 version. The second track of Hyperborea
(title track) is absolutely beautiful in the new version and the original.
The first track sucks (old and new). I like TD a whole lot better without
Jerome. I have bought all of his releases and I see no redeaming value in
any of them. I have tried to like them but find them incredibly boring. Wank
fest supreme. sorry Jerome but you didn't come away with your father's
talent.
 <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1684	929	0	0	27
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	2	<yKremk3oETWvzAAG@example.com>	/MzffRqzw7uQQtzg@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-07 12:51:52-07:00	RE: remaster vs untouched (Force Majeue)	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Look at the track list of the Tangents box set a little closer...
Then Thief Yang and the Tangram Seal contains a reworked part of FM while DM4 has Thru Metamorphic Rock.

 <gmane_tag_quotation> The same could have been said about Tangram and now we can enjoy an enhanced version... 
I daresay Edgar might pick FM as his next target for updating.


 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1264	475	0	0	249
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	3	<SjRf4SfIZTEeH2+E@example.com>	qjW5Ey4OU2XCI+GQ@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 09:26:04+00:00	Re: remaster vs untouched (Force Majeue)	"Enhanced version?
Overdubbed perhaps, but enhanced? Not really!

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1419	171	0	0	681
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	4	<Eehn4j3rmtIx8R+d@example.com>	/MzffRqzw7uQQtzg@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 06:24:46-07:00	Re: Re: remaster vs untouched (Force Majeue)	"Come on, how can you say that Tangram is overdubbed? It is reworked, and the result enhances my perception of Tangram. Edgar succeeded in eliminating all those weak parts that kept me from listening to the original very often. 

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1801	355	0	0	892
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	5	<yHHm/1cw07kpdyOV@example.com>	qjW5Ey4OU2XCI+GQ@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 16:31:45+00:00	Re: remaster vs untouched (Force Majeue)	"Because he clearly is using the original of Tangram and overdubbing.
I have been so disappointed with Hyperborea and Tangram 2008. Both are
dreadful. The first track on Hyperborea is almost like a joke! The
pitch bent sound sounds so amateur and Tangram is just him noodling
over the top of the original in many sections.
If enhancing Tangram is just adding a 4/4 beat over the top of a piece
of music that shifted timing wonderfully, then I cannot agree with
you. He really ruins any sense of rhythm the music had.
But the fact remains that he is using the original and just adding
stuff. To me, this is just lame and lazy.
Last thing I order from them in any case.
Shame as I consider Edgar as one of the great artists of the late 20th
century, but this is just lazy to the extreme.



 <gmane_tag_quotation_marker> <gmane_tag_quotation> original very often. 
 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2723	939	0	0	1240
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	6	<4GFNf80cIdNdBWfY@example.com>	A2hy3X8JtI+iKq1I@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 19:33:28+00:00	Re: remaster vs untouched (Force Majeue)	"that is why I pointed out Stratosfear '95 as a good example 
of re-interpreting older TD tracks. 

a.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1045	209	0	0	269
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	7	<4A6jxGQkErAFIhhV@example.com>	joKjpqKCJPFaFtSf@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 20:45:54+00:00	Re: remaster vs untouched (Force Majeue)	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Actually, it's not so much about using the original as it's
overdubbing vs. sampling. SF95 still uses the original (the bass,
mostly), but it doesn't get stuck on the same exact song structure,
tracing over the original - unlike, say, SF86.

And this is still distinct from what went on on the original Tangents,
Dream Roots etc; those were usually ultimately minor adjustments
sneaked in in hopes of nobody paying too much notice, not overt
re-dos. This time around, everyone got ample warning. Doesn't seem to
have helped in warding off the complaints. :b

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1415	685	0	0	167
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	7	<wZ1G40uUQMbwypO/@example.com>	lLqDAsdXCLJ7m4fE@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 20:06:49+00:00	Re: remaster vs untouched (Force Majeue)	"<gmane_tag_quotation_marker> <gmane_tag_quotation> or Phaedra 88!





 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	875	126	0	0	182
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	8	<zIpXbx0ZyO1bA736@example.com>	A2hy3X8JtI+iKq1I@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-09 14:49:34+00:00	Re: remaster vs untouched (Force Majeue)	"yes. Tend to forget that one, sorry.

a.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1007	148	0	0	292
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	6	<MK5tXvrcrj5GCvZJ@example.com>	lLqDAsdXCLJ7m4fE@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 17:18:41+00:00	Re: remaster vs untouched (Force Majeue)	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Anyone who cannot hear the original Tangram underneath the 2008 version is either deaf 
or intellectually dishonest.  





 <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1690	230	0	0	893
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	5	<eiCDL/IJG3WvN+01@example.com>	A2hy3X8JtI+iKq1I@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 15:04:28+00:00	Re: remaster vs untouched (Force Majeue)	"well, I sometimes (not always) have the feeling that this re-working 
business is resultwise close to reworking or tangentizing 
 <gmane_tag_quotation_marker> <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> eliminating all those weak parts that kept me from listening to the
original very often. 
 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1152	397	0	0	253
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	5	<WjCVsv7cs4BW3XhD@example.com>	wcZrPeP/dXfmFX17@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 18:16:15+00:00	Re: remaster vs untouched (Force Majeue)	"That stupid flute melody used to set my teeth on edge on the 
original :) So I really like the new version, but it doesn't replace 
the original, and that wasn't the intention.

 <gmane_tag_quotation_marker> <gmane_tag_quotation> succeeded in eliminating all those weak parts that kept me from 
listening to the original very often. 
 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2116	411	0	0	1161
<fYpa8CURGjew07Ra@example.com>	gmane.music.tangerine-dream	3	<kSnBxYBlusEiYbN+@example.com>	GHBPX6SqsZdo3Tlv@example.com	v6cQWu5vaZ88XlEt@example.com	2008-08-08 00:05:45+02:00	Re: remaster vs untouched (Force Majeue)	"Cloudburst Flight in the Tangent box set hasn't been tangentized. It's the
original track.
 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_mua_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1529	243	0	0	703
<027201d072d8$43ef6810$cbce3830$@webjogger.net>	gmane.network.nsp.cisco	0	<027201d072d8$43ef6810$cbce3830$@webjogger.net>	Frl9nXMuKLwuKmYv@example.com	W3lcxvn28utkOH2p@example.com	2015-04-09 11:17:17-04:00	[c-nsp] 3850?	"<gmane_tag_salutation> We're looking to upgrade some old 3750's and 3750G's whose input queues
don't seem to be able to pass 75Mbps without choking: 

 

(on a 3750G)

Last clearing of ""show interface"" counters 21w5d

Input queue: 1/75/5870052/0 (size/max/drops/flushes); Total output drops:
0).

 

We need the switches to support:

-          basic QoS policies (mainly, VoIP and routing protocol
prioritization)

-          Flexible NetFlow with NBAR

-          125Mbps aggregate throughput via any given interface now, and
more in the future. If I had to guess, 450Mbps aggregate within 3 years

-          OSPF & BGP

 

We don't anticipate stacking these.

 

We're considering:

-          WS-C3850-24T-E (modular)

-          WS-C3650-24TD-E (fixed; 2x10G uplinks)

-          WS-C3650-24TS-E (fixed; 4x1G uplinks)

-          WS-C3560X-24T-E (modular)

 

I like the idea of the switch being modular, in case we want to put in 10G
modules later on, but realistically, can any of these switches even push
1Gbps reliably? After seeing ""gigabit"" 3750s balk at such low traffic
levels, I wonder how much we can really expect any of these switches to
push.

 

Of all the options, the WS-C3850-24T-E seems the most flexible and probably
most powerful. I was feeling enthusiastic about the 3560X until someone told
me that Flexible NetFlow is supported, but only if you buy the 10G module,
which costs as much as the switch itself.

 

Do you think we're on the right track? Is the WS-C3850-24T-E probably the
best fit? How much traffic have you all seen it push in the real world?

 

Thanks for sharing your experience.

 

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1837	1705	0	0	0
<027201d072d8$43ef6810$cbce3830$@webjogger.net>	gmane.network.nsp.cisco	1	<0sr71ClukTZxwBCw@example.com>	NPw3pCTg1VurE5b4@example.com	Frl9nXMuKLwuKmYv@example.com	2015-04-10 01:44:03+03:00	Re: [c-nsp] 3850?	"3850 can do flexible netflow but limited to 8k/16k flows ingress/egress. So pretty much only sampled netflow. 

http://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst3850/software/release/3se/flexible_netflow/configuration_guide/b_fnf_3se_3850_cg/b_fnf_3se_3850_cg_chapter_010.html#reference_C63398C01C7C41E1AEC2BCEE4915A909

 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2610	407	0	0	2074
